"IDSample","AccX","AccY","AccZ"
7317,0.168,0.005,0.909
7318,0.203,0.004,0.916
7319,0.232,0.006,0.912
7320,0.25,0.011,0.9
7321,0.256,0.017,0.883
7322,0.249,0.023,0.861
7323,0.235,0.028,0.836
7324,0.218,0.03,0.81
7325,0.203,0.029,0.783
7326,0.192,0.026,0.761
7327,0.186,0.022,0.747
7328,0.182,0.02,0.746
7329,0.178,0.022,0.762
7330,0.172,0.027,0.794
7331,0.166,0.033,0.839
7332,0.16,0.034,0.892
7333,0.16,0.03,0.945
7334,0.165,0.021,0.99
7335,0.177,0.01,1.021
7336,0.193,0.003,1.035
7337,0.209,0.002,1.031
7338,0.221,0.01,1.012
7339,0.224,0.024,0.98
7340,0.217,0.042,0.941
7341,0.201,0.059,0.901
7342,0.18,0.069,0.866
7343,0.16,0.069,0.842
7344,0.144,0.058,0.834
7345,0.131,0.04,0.844
7346,0.123,0.02,0.869
7347,0.121,0.002,0.908
7348,0.126,-0.009,0.952
7349,0.139,-0.015,0.994
7350,0.161,-0.017,1.028
7351,0.19,-0.018,1.051
7352,0.222,-0.019,1.062
7353,0.25,-0.02,1.065
7354,0.269,-0.021,1.061
7355,0.275,-0.021,1.053
7356,0.268,-0.018,1.042
7357,0.253,-0.013,1.027
7358,0.234,-0.007,1.007
7359,0.218,-0.003,0.984
7360,0.208,-0.003,0.961
7361,0.202,-0.007,0.941
7362,0.198,-0.01,0.93
7363,0.193,-0.012,0.931
7364,0.185,-0.01,0.945
7365,0.175,-0.006,0.971
7366,0.168,-0.002,1.004
7367,0.169,-0.002,1.039
7368,0.178,-0.006,1.072
7369,0.194,-0.012,1.1
7370,0.214,-0.018,1.121
7371,0.231,-0.019,1.133
7372,0.241,-0.016,1.136
7373,0.242,-0.01,1.13
7374,0.235,-0.003,1.115
7375,0.223,-0.001,1.091
7376,0.21,-0.004,1.06
7377,0.2,-0.013,1.026
7378,0.192,-0.026,0.994
7379,0.185,-0.039,0.968
7380,0.178,-0.051,0.954
7381,0.169,-0.058,0.952
7382,0.159,-0.061,0.961
7383,0.15,-0.062,0.977
7384,0.147,-0.064,0.994
7385,0.152,-0.066,1.007
7386,0.165,-0.068,1.014
7387,0.184,-0.068,1.012
7388,0.204,-0.062,1.003
7389,0.221,-0.052,0.99
7390,0.231,-0.037,0.974
7391,0.232,-0.023,0.957
7392,0.227,-0.013,0.941
7393,0.217,-0.011,0.924
7394,0.207,-0.019,0.907
7395,0.2,-0.035,0.892
7396,0.196,-0.055,0.881
7397,0.197,-0.071,0.878
7398,0.2,-0.079,0.885
7399,0.206,-0.078,0.905
7400,0.214,-0.07,0.937
7401,0.224,-0.061,0.98
7402,0.236,-0.057,1.028
7403,0.249,-0.062,1.077
7404,0.261,-0.073,1.123
7405,0.272,-0.084,1.16
7406,0.279,-0.091,1.187
7407,0.282,-0.086,1.198
7408,0.281,-0.07,1.192
7409,0.276,-0.045,1.17
7410,0.267,-0.015,1.135
7411,0.256,0.014,1.09
7412,0.243,0.035,1.044
7413,0.228,0.044,1.001
7414,0.21,0.041,0.969
7415,0.191,0.028,0.952
7416,0.174,0.008,0.952
7417,0.163,-0.013,0.966
7418,0.161,-0.031,0.994
7419,0.173,-0.044,1.029
7420,0.196,-0.052,1.067
7421,0.228,-0.054,1.104
7422,0.264,-0.053,1.135
7423,0.297,-0.049,1.159
7424,0.322,-0.045,1.174
7425,0.335,-0.041,1.178
7426,0.334,-0.038,1.17
7427,0.321,-0.035,1.148
7428,0.3,-0.03,1.113
7429,0.276,-0.024,1.068
7430,0.254,-0.017,1.016
7431,0.236,-0.011,0.964
7432,0.222,-0.008,0.919
7433,0.21,-0.006,0.886
7434,0.202,-0.006,0.871
7435,0.196,-0.005,0.877
7436,0.195,-0.005,0.903
7437,0.199,-0.007,0.946
7438,0.21,-0.01,0.997
7439,0.225,-0.015,1.047
7440,0.243,-0.019,1.09
7441,0.261,-0.018,1.118
7442,0.274,-0.013,1.129
7443,0.279,-0.003,1.119
7444,0.277,0.009,1.091
7445,0.269,0.021,1.047
7446,0.257,0.031,0.992
7447,0.246,0.035,0.936
7448,0.237,0.032,0.887
7449,0.23,0.023,0.854
7450,0.222,0.009,0.841
7451,0.214,-0.006,0.852
7452,0.207,-0.021,0.884
7453,0.204,-0.034,0.932
7454,0.208,-0.043,0.986
7455,0.221,-0.05,1.037
7456,0.241,-0.054,1.077
7457,0.264,-0.054,1.099
7458,0.284,-0.05,1.1
7459,0.298,-0.042,1.082
7460,0.302,-0.03,1.046
7461,0.297,-0.017,0.997
7462,0.285,-0.005,0.94
7463,0.27,0.005,0.881
7464,0.253,0.01,0.826
7465,0.238,0.011,0.782
7466,0.226,0.008,0.754
7467,0.216,0.003,0.745
7468,0.208,-0.004,0.759
7469,0.203,-0.01,0.796
7470,0.201,-0.015,0.852
7471,0.205,-0.02,0.92
7472,0.216,-0.027,0.991
7473,0.236,-0.035,1.055
7474,0.26,-0.042,1.103
7475,0.285,-0.043,1.13
7476,0.304,-0.037,1.134
7477,0.312,-0.024,1.117
7478,0.307,-0.006,1.083
7479,0.29,0.012,1.038
7480,0.264,0.029,0.986
7481,0.236,0.041,0.933
7482,0.211,0.048,0.884
7483,0.194,0.05,0.846
7484,0.186,0.049,0.823
7485,0.185,0.046,0.823
7486,0.189,0.039,0.848
7487,0.192,0.03,0.896
7488,0.196,0.019,0.96
7489,0.202,0.005,1.03
7490,0.213,-0.01,1.095
7491,0.233,-0.022,1.146
7492,0.259,-0.031,1.177
7493,0.288,-0.033,1.185
7494,0.311,-0.029,1.171
7495,0.323,-0.019,1.137
7496,0.32,-0.007,1.088
7497,0.306,0.006,1.032
7498,0.283,0.019,0.974
7499,0.255,0.03,0.923
7500,0.228,0.037,0.885
7501,0.204,0.038,0.867
7502,0.184,0.033,0.87
7503,0.169,0.023,0.892
7504,0.162,0.01,0.928
7505,0.162,0,0.972
7506,0.172,-0.005,1.016
7507,0.19,-0.005,1.052
7508,0.216,-0.003,1.077
7509,0.244,-0.002,1.086
7510,0.269,-0.003,1.081
7511,0.286,-0.005,1.063
7512,0.291,-0.005,1.036
7513,0.283,-0.001,1.002
7514,0.267,0.007,0.964
7515,0.25,0.018,0.925
7516,0.237,0.03,0.887
7517,0.232,0.042,0.855
7518,0.233,0.051,0.835
7519,0.238,0.054,0.832
7520,0.239,0.049,0.849
7521,0.235,0.037,0.886
7522,0.224,0.019,0.941
7523,0.21,0,1.004
7524,0.201,-0.016,1.065
7525,0.201,-0.027,1.114
7526,0.214,-0.033,1.144
7527,0.237,-0.035,1.149
7528,0.262,-0.031,1.131
7529,0.281,-0.023,1.093
7530,0.288,-0.008,1.046
7531,0.279,0.01,0.995
7532,0.259,0.032,0.947
7533,0.232,0.051,0.905
7534,0.206,0.065,0.871
7535,0.184,0.071,0.848
7536,0.168,0.066,0.835
7537,0.158,0.054,0.834
7538,0.152,0.036,0.844
7539,0.149,0.018,0.865
7540,0.149,0.004,0.895
7541,0.153,-0.006,0.93
7542,0.162,-0.012,0.966
7543,0.178,-0.015,0.999
7544,0.201,-0.018,1.024
7545,0.227,-0.019,1.038
7546,0.253,-0.017,1.04
7547,0.274,-0.011,1.028
7548,0.285,0.001,1.002
7549,0.286,0.017,0.966
7550,0.274,0.033,0.924
7551,0.253,0.047,0.881
7552,0.226,0.057,0.844
7553,0.197,0.061,0.817
7554,0.171,0.059,0.805
7555,0.152,0.052,0.809
7556,0.139,0.041,0.828
7557,0.134,0.028,0.862
7558,0.135,0.016,0.907
7559,0.14,0.006,0.955
7560,0.15,-0.001,1
7561,0.163,-0.005,1.034
7562,0.179,-0.006,1.053
7563,0.198,-0.004,1.054
7564,0.215,0.001,1.037
7565,0.23,0.011,1.005
7566,0.237,0.027,0.96
7567,0.236,0.048,0.909
7568,0.226,0.071,0.859
7569,0.211,0.093,0.816
7570,0.191,0.108,0.785
7571,0.171,0.114,0.771
7572,0.152,0.11,0.773
7573,0.137,0.097,0.791
7574,0.128,0.08,0.822
7575,0.124,0.061,0.861
7576,0.127,0.046,0.904
7577,0.137,0.035,0.943
7578,0.153,0.026,0.974
7579,0.174,0.017,0.993
7580,0.2,0.008,0.999
7581,0.227,-0.002,0.994
7582,0.25,-0.007,0.98
7583,0.266,-0.004,0.962
7584,0.272,0.009,0.941
7585,0.267,0.027,0.922
7586,0.255,0.047,0.903
7587,0.238,0.063,0.884
7588,0.221,0.075,0.864
7589,0.205,0.08,0.845
7590,0.194,0.08,0.829
7591,0.187,0.074,0.82
7592,0.184,0.062,0.819
7593,0.183,0.049,0.828
7594,0.183,0.037,0.847
7595,0.185,0.029,0.872
7596,0.189,0.026,0.898
7597,0.197,0.026,0.918
7598,0.211,0.028,0.93
7599,0.228,0.03,0.93
7600,0.244,0.033,0.918
7601,0.256,0.039,0.897
7602,0.258,0.052,0.872
7603,0.249,0.071,0.847
7604,0.231,0.09,0.825
7605,0.208,0.105,0.809
7606,0.183,0.11,0.798
7607,0.163,0.103,0.793
7608,0.148,0.086,0.795
7609,0.139,0.063,0.803
7610,0.135,0.04,0.819
7611,0.134,0.02,0.842
7612,0.134,0.005,0.867
7613,0.134,-0.005,0.892
7614,0.136,-0.008,0.913
7615,0.14,-0.005,0.928
7616,0.146,0.002,0.936
7617,0.153,0.011,0.936
7618,0.158,0.02,0.929
7619,0.159,0.029,0.914
7620,0.153,0.04,0.895
7621,0.144,0.052,0.873
7622,0.132,0.065,0.851
7623,0.122,0.075,0.83
7624,0.117,0.078,0.813
7625,0.118,0.07,0.801
7626,0.124,0.053,0.799
7627,0.134,0.029,0.81
7628,0.144,0.004,0.835
7629,0.154,-0.017,0.873
7630,0.163,-0.03,0.924
7631,0.173,-0.034,0.981
7632,0.185,-0.031,1.038
7633,0.199,-0.024,1.09
7634,0.215,-0.017,1.131
7635,0.233,-0.012,1.153
7636,0.25,-0.007,1.152
7637,0.265,0,1.128
7638,0.273,0.011,1.084
7639,0.272,0.025,1.026
7640,0.26,0.04,0.962
7641,0.239,0.052,0.901
7642,0.21,0.059,0.847
7643,0.176,0.059,0.803
7644,0.141,0.053,0.775
7645,0.109,0.042,0.763
7646,0.082,0.031,0.768
7647,0.064,0.022,0.788
7648,0.054,0.017,0.814
7649,0.052,0.018,0.838
7650,0.059,0.026,0.851
7651,0.075,0.04,0.847
7652,0.098,0.057,0.826
7653,0.123,0.077,0.789
7654,0.141,0.098,0.744
7655,0.145,0.124,0.697
7656,0.129,0.152,0.654
7657,0.093,0.181,0.616
7658,0.046,0.203,0.585
7659,-0.002,0.213,0.558
7660,-0.041,0.206,0.533
7661,-0.064,0.183,0.513
7662,-0.071,0.146,0.498
7663,-0.061,0.104,0.488
7664,-0.038,0.067,0.486
7665,-0.005,0.041,0.493
7666,0.034,0.03,0.51
7667,0.076,0.029,0.54
7668,0.118,0.032,0.58
7669,0.158,0.035,0.629
7670,0.192,0.035,0.681
7671,0.219,0.037,0.731
7672,0.24,0.044,0.775
7673,0.256,0.057,0.813
7674,0.269,0.075,0.85
7675,0.28,0.09,0.894
7676,0.288,0.094,0.956
7677,0.293,0.082,1.043
7678,0.29,0.054,1.155
7679,0.279,0.016,1.28
7680,0.266,-0.023,1.401
7681,0.265,-0.057,1.498
7682,0.291,-0.085,1.554
7683,0.354,-0.112,1.565
7684,0.443,-0.139,1.54
7685,0.534,-0.163,1.5
7686,0.598,-0.175,1.462
7687,0.616,-0.169,1.436
7688,0.587,-0.14,1.42
7689,0.527,-0.093,1.409
7690,0.459,-0.036,1.396
7691,0.404,0.022,1.38
7692,0.373,0.07,1.369
7693,0.358,0.098,1.374
7694,0.346,0.102,1.407
7695,0.321,0.081,1.468
7696,0.28,0.039,1.543
7697,0.228,-0.015,1.613
7698,0.181,-0.07,1.66
7699,0.155,-0.118,1.675
7700,0.156,-0.158,1.662
7701,0.186,-0.195,1.631
7702,0.236,-0.235,1.598
7703,0.293,-0.276,1.572
7704,0.346,-0.306,1.559
7705,0.385,-0.31,1.556
7706,0.405,-0.279,1.56
7707,0.402,-0.218,1.566
7708,0.375,-0.148,1.572
7709,0.323,-0.095,1.583
7710,0.246,-0.077,1.603
7711,0.155,-0.093,1.635
7712,0.064,-0.129,1.676
7713,-0.001,-0.166,1.712
7714,-0.022,-0.195,1.73
7715,0.01,-0.216,1.719
7716,0.089,-0.238,1.679
7717,0.193,-0.271,1.62
7718,0.294,-0.317,1.563
7719,0.365,-0.372,1.527
7720,0.391,-0.425,1.522
7721,0.372,-0.458,1.545
7722,0.323,-0.457,1.58
7723,0.264,-0.418,1.607
7724,0.211,-0.349,1.613
7725,0.175,-0.272,1.595
7726,0.153,-0.209,1.558
7727,0.139,-0.174,1.516
7728,0.123,-0.168,1.475
7729,0.1,-0.175,1.436
7730,0.072,-0.174,1.392
7731,0.053,-0.151,1.331
7732,0.057,-0.103,1.244
7733,0.095,-0.05,1.133
7734,0.162,-0.022,1.008
7735,0.237,-0.045,0.89
7736,0.288,-0.121,0.801
7737,0.29,-0.223,0.764
7738,0.234,-0.313,0.785
7739,0.138,-0.353,0.858
7740,0.039,-0.33,0.959
7741,-0.021,-0.258,1.063
7742,-0.014,-0.172,1.15
7743,0.065,-0.107,1.211
7744,0.189,-0.085,1.249
7745,0.318,-0.108,1.273
7746,0.415,-0.155,1.29
7747,0.461,-0.193,1.304
7748,0.455,-0.197,1.314
7749,0.415,-0.158,1.314
7750,0.369,-0.093,1.298
7751,0.338,-0.033,1.267
7752,0.325,-0.008,1.225
7753,0.318,-0.027,1.184
7754,0.296,-0.078,1.162
7755,0.249,-0.133,1.175
7756,0.187,-0.173,1.231
7757,0.136,-0.19,1.324
7758,0.126,-0.194,1.434
7759,0.177,-0.197,1.542
7760,0.28,-0.206,1.632
7761,0.409,-0.214,1.701
7762,0.522,-0.213,1.754
7763,0.59,-0.2,1.8
7764,0.6,-0.178,1.847
7765,0.562,-0.157,1.891
7766,0.499,-0.148,1.926
7767,0.443,-0.154,1.936
7768,0.416,-0.173,1.912
7769,0.424,-0.187,1.854
7770,0.456,-0.185,1.772
7771,0.488,-0.161,1.687
7772,0.496,-0.124,1.621
7773,0.468,-0.087,1.586
7774,0.407,-0.063,1.582
7775,0.329,-0.057,1.597
7776,0.257,-0.062,1.611
7777,0.205,-0.064,1.606
7778,0.18,-0.054,1.573
7779,0.179,-0.031,1.51
7780,0.192,-0.005,1.425
7781,0.206,0.01,1.331
7782,0.209,0.004,1.237
7783,0.198,-0.019,1.154
7784,0.172,-0.047,1.089
7785,0.138,-0.066,1.053
7786,0.106,-0.067,1.056
7787,0.09,-0.054,1.105
7788,0.1,-0.045,1.2
7789,0.139,-0.056,1.334
7790,0.198,-0.093,1.487
7791,0.264,-0.147,1.633
7792,0.317,-0.201,1.742
7793,0.349,-0.233,1.795
7794,0.356,-0.233,1.779
7795,0.346,-0.204,1.697
7796,0.325,-0.16,1.563
7797,0.301,-0.118,1.402
7798,0.277,-0.09,1.235
7799,0.254,-0.08,1.08
7800,0.23,-0.083,0.95
7801,0.205,-0.088,0.85
7802,0.177,-0.086,0.78
7803,0.149,-0.068,0.738
7804,0.126,-0.04,0.717
7805,0.111,-0.014,0.711
7806,0.103,-0.007,0.713
7807,0.1,-0.028,0.717
7808,0.095,-0.076,0.719
7809,0.085,-0.139,0.719
7810,0.075,-0.2,0.72
7811,0.07,-0.243,0.727
7812,0.078,-0.261,0.745
7813,0.103,-0.253,0.778
7814,0.143,-0.224,0.826
7815,0.188,-0.182,0.888
7816,0.229,-0.136,0.957
7817,0.257,-0.093,1.029
7818,0.267,-0.06,1.095
7819,0.261,-0.04,1.148
7820,0.243,-0.031,1.18
7821,0.221,-0.03,1.187
7822,0.202,-0.036,1.165
7823,0.185,-0.048,1.117
7824,0.171,-0.063,1.05
7825,0.153,-0.081,0.977
7826,0.129,-0.1,0.913
7827,0.095,-0.116,0.872
7828,0.055,-0.126,0.861
7829,0.014,-0.128,0.882
7830,-0.017,-0.127,0.925
7831,-0.029,-0.123,0.977
7832,-0.016,-0.117,1.024
7833,0.018,-0.108,1.054
7834,0.064,-0.093,1.063
7835,0.107,-0.071,1.05
7836,0.137,-0.042,1.018
7837,0.145,-0.01,0.972
7838,0.13,0.021,0.918
7839,0.098,0.045,0.866
7840,0.056,0.059,0.822
7841,0.014,0.061,0.794
7842,-0.02,0.051,0.787
7843,-0.039,0.036,0.804
7844,-0.043,0.019,0.847
7845,-0.032,0.008,0.913
7846,-0.01,0.004,0.993
7847,0.019,0.007,1.078
7848,0.052,0.016,1.156
7849,0.085,0.028,1.214
7850,0.115,0.043,1.247
7851,0.139,0.059,1.25
7852,0.152,0.079,1.228
7853,0.155,0.101,1.188
7854,0.148,0.121,1.14
7855,0.134,0.136,1.089
7856,0.121,0.141,1.04
7857,0.114,0.137,0.996
7858,0.116,0.125,0.957
7859,0.128,0.112,0.92
7860,0.147,0.1,0.884
7861,0.17,0.092,0.85
7862,0.196,0.088,0.817
7863,0.223,0.085,0.787
7864,0.25,0.08,0.764
7865,0.275,0.069,0.75
7866,0.297,0.05,0.745
7867,0.31,0.027,0.749
7868,0.314,0.01,0.762
7869,0.308,0.004,0.781
7870,0.296,0.011,0.804
7871,0.285,0.03,0.828
7872,0.28,0.055,0.847
7873,0.284,0.08,0.856
7874,0.295,0.098,0.85
7875,0.31,0.106,0.829
7876,0.324,0.107,0.794
7877,0.325,0.104,0.752
7878,0.309,0.096,0.708
7879,0.27,0.086,0.669
7880,0.21,0.073,0.639
7881,0.136,0.059,0.621
7882,0.055,0.042,0.617
7883,-0.023,0.021,0.63
7884,-0.089,-0.002,0.659
7885,-0.14,-0.023,0.706
7886,-0.17,-0.038,0.768
7887,-0.178,-0.044,0.839
7888,-0.166,-0.038,0.91
7889,-0.137,-0.024,0.968
7890,-0.096,-0.008,1.004
7891,-0.052,0.004,1.009
7892,-0.015,0.009,0.979
7893,0.006,0.006,0.914
7894,0.006,-0.001,0.824
7895,-0.009,-0.011,0.718
7896,-0.034,-0.021,0.61
7897,-0.061,-0.031,0.512
7898,-0.085,-0.041,0.437
7899,-0.107,-0.052,0.397
7900,-0.126,-0.063,0.397
7901,-0.142,-0.073,0.439
7902,-0.153,-0.082,0.517
7903,-0.151,-0.088,0.618
7904,-0.131,-0.088,0.726
7905,-0.087,-0.084,0.824
7906,-0.024,-0.076,0.897
7907,0.052,-0.067,0.932
7908,0.125,-0.058,0.922
7909,0.181,-0.049,0.868
7910,0.206,-0.039,0.782
7911,0.193,-0.032,0.682
7912,0.143,-0.029,0.586
7913,0.063,-0.032,0.515
7914,-0.034,-0.038,0.482
7915,-0.131,-0.043,0.5
7916,-0.211,-0.044,0.571
7917,-0.263,-0.04,0.689
7918,-0.279,-0.033,0.838
7919,-0.26,-0.028,0.997
7920,-0.215,-0.025,1.143
7921,-0.154,-0.026,1.255
7922,-0.091,-0.026,1.318
7923,-0.038,-0.022,1.322
7924,-0.004,-0.011,1.268
7925,0.007,0.006,1.168
7926,-0.009,0.029,1.04
7927,-0.047,0.052,0.907
7928,-0.099,0.07,0.79
7929,-0.155,0.079,0.705
7930,-0.202,0.082,0.662
7931,-0.228,0.083,0.666
7932,-0.223,0.085,0.715
7933,-0.186,0.087,0.8
7934,-0.122,0.085,0.905
7935,-0.041,0.073,1.012
7936,0.042,0.05,1.105
7937,0.117,0.019,1.168
7938,0.177,-0.011,1.193
7939,0.226,-0.033,1.175
7940,0.269,-0.043,1.119
7941,0.312,-0.042,1.036
7942,0.352,-0.034,0.939
7943,0.387,-0.027,0.843
7944,0.405,-0.025,0.763
7945,0.397,-0.028,0.71
7946,0.361,-0.035,0.688
7947,0.302,-0.042,0.697
7948,0.232,-0.046,0.731
7949,0.17,-0.044,0.781
7950,0.128,-0.034,0.838
7951,0.113,-0.018,0.889
7952,0.123,-0.003,0.928
7953,0.149,0.003,0.947
7954,0.176,-0.004,0.944
7955,0.192,-0.025,0.922
7956,0.182,-0.053,0.886
7957,0.144,-0.076,0.844
7958,0.081,-0.086,0.803
7959,0.004,-0.08,0.764
7960,-0.074,-0.06,0.732
7961,-0.141,-0.03,0.705
7962,-0.189,0,0.686
7963,-0.217,0.026,0.677
7964,-0.227,0.043,0.676
7965,-0.221,0.051,0.682
7966,-0.204,0.049,0.691
7967,-0.178,0.04,0.696
7968,-0.145,0.026,0.692
7969,-0.107,0.008,0.675
7970,-0.07,-0.01,0.647
7971,-0.04,-0.027,0.616
7972,-0.025,-0.042,0.589
7973,-0.026,-0.056,0.575
7974,-0.04,-0.068,0.577
7975,-0.058,-0.077,0.598
7976,-0.067,-0.08,0.634
7977,-0.061,-0.077,0.684
7978,-0.035,-0.067,0.741
7979,0.007,-0.053,0.801
7980,0.06,-0.04,0.855
7981,0.114,-0.03,0.896
7982,0.158,-0.023,0.919
7983,0.184,-0.019,0.921
7984,0.188,-0.016,0.9
7985,0.171,-0.014,0.855
7986,0.139,-0.011,0.792
7987,0.097,-0.009,0.72
7988,0.052,-0.009,0.651
7989,0.011,-0.013,0.596
7990,-0.023,-0.021,0.567
7991,-0.046,-0.032,0.571
7992,-0.058,-0.042,0.611
7993,-0.061,-0.047,0.683
7994,-0.056,-0.043,0.778
7995,-0.046,-0.03,0.885
7996,-0.03,-0.012,0.989
7997,-0.007,0.008,1.078
7998,0.019,0.024,1.143
7999,0.047,0.034,1.178
8000,0.071,0.038,1.18
8001,0.088,0.036,1.153
8002,0.098,0.033,1.103
8003,0.101,0.032,1.041
8004,0.099,0.036,0.98
8005,0.096,0.04,0.932
8006,0.094,0.04,0.902
8007,0.093,0.034,0.895
8008,0.095,0.024,0.907
8009,0.097,0.012,0.932
8010,0.101,0.002,0.962
8011,0.105,-0.003,0.989
8012,0.11,-0.006,1.009
8013,0.119,-0.008,1.018
8014,0.131,-0.012,1.017
8015,0.15,-0.016,1.008
8016,0.173,-0.019,0.995
8017,0.202,-0.02,0.983
8018,0.234,-0.018,0.976
8019,0.267,-0.018,0.975
8020,0.297,-0.02,0.982
8021,0.319,-0.025,0.997
8022,0.328,-0.032,1.018
8023,0.322,-0.038,1.044
8024,0.3,-0.039,1.071
8025,0.269,-0.035,1.097
8026,0.233,-0.028,1.116
8027,0.199,-0.02,1.126
8028,0.171,-0.017,1.124
8029,0.151,-0.021,1.113
8030,0.136,-0.031,1.093
8031,0.126,-0.046,1.067
8032,0.119,-0.06,1.039
8033,0.111,-0.072,1.011
8034,0.104,-0.078,0.986
8035,0.099,-0.079,0.965
8036,0.096,-0.074,0.948
8037,0.096,-0.066,0.936
8038,0.1,-0.057,0.928
8039,0.105,-0.05,0.925
8040,0.111,-0.047,0.927
8041,0.113,-0.047,0.934
8042,0.112,-0.05,0.946
8043,0.108,-0.055,0.959
8044,0.105,-0.06,0.971
8045,0.105,-0.066,0.978
8046,0.111,-0.071,0.978
8047,0.121,-0.075,0.969
8048,0.134,-0.075,0.955
8049,0.146,-0.073,0.938
8050,0.155,-0.066,0.923
8051,0.161,-0.057,0.91
8052,0.166,-0.048,0.901
8053,0.171,-0.038,0.896
8054,0.18,-0.031,0.894
8055,0.192,-0.025,0.892
8056,0.205,-0.021,0.89
8057,0.217,-0.02,0.886
8058,0.223,-0.021,0.883
8059,0.222,-0.024,0.881
8060,0.214,-0.025,0.881
8061,0.2,-0.023,0.883
8062,0.185,-0.019,0.888
8063,0.172,-0.014,0.897
8064,0.164,-0.011,0.909
8065,0.161,-0.012,0.926
8066,0.162,-0.018,0.946
8067,0.164,-0.026,0.966
8068,0.164,-0.033,0.985
8069,0.16,-0.036,1.001
8070,0.155,-0.035,1.013
8071,0.15,-0.03,1.02
8072,0.149,-0.024,1.021
8073,0.153,-0.019,1.017
8074,0.166,-0.016,1.009
8075,0.185,-0.015,1
8076,0.209,-0.015,0.993
8077,0.234,-0.015,0.992
8078,0.258,-0.016,0.997
8079,0.276,-0.015,1.01
8080,0.286,-0.012,1.028
8081,0.288,-0.008,1.049
8082,0.283,-0.002,1.068
8083,0.272,0.002,1.083
8084,0.259,0.002,1.09
8085,0.245,-0.003,1.09
8086,0.233,-0.011,1.079
8087,0.227,-0.02,1.061
8088,0.227,-0.026,1.037
8089,0.235,-0.028,1.011
8090,0.25,-0.026,0.988
8091,0.267,-0.022,0.973
8092,0.281,-0.018,0.968
8093,0.288,-0.016,0.973
8094,0.287,-0.017,0.987
8095,0.279,-0.02,1.005
8096,0.267,-0.025,1.023
8097,0.255,-0.03,1.036
8098,0.243,-0.037,1.044
8099,0.234,-0.044,1.046
8100,0.228,-0.05,1.044
8101,0.224,-0.053,1.041
8102,0.221,-0.052,1.04
8103,0.219,-0.049,1.041
8104,0.215,-0.044,1.045
8105,0.208,-0.041,1.054
8106,0.198,-0.04,1.065
8107,0.19,-0.042,1.078
8108,0.186,-0.043,1.088
8109,0.191,-0.046,1.095
8110,0.207,-0.048,1.096
8111,0.23,-0.051,1.09
8112,0.255,-0.056,1.077
8113,0.278,-0.062,1.06
8114,0.293,-0.068,1.042
8115,0.301,-0.073,1.026
8116,0.3,-0.075,1.015
8117,0.292,-0.074,1.012
8118,0.276,-0.071,1.017
8119,0.255,-0.067,1.029
8120,0.233,-0.063,1.045
8121,0.212,-0.061,1.061
8122,0.199,-0.062,1.072
8123,0.195,-0.065,1.072
8124,0.2,-0.069,1.062
8125,0.212,-0.073,1.041
8126,0.226,-0.074,1.014
8127,0.24,-0.071,0.983
8128,0.25,-0.065,0.953
8129,0.255,-0.057,0.928
8130,0.254,-0.049,0.912
8131,0.245,-0.041,0.906
8132,0.232,-0.036,0.912
8133,0.217,-0.031,0.928
8134,0.203,-0.027,0.952
8135,0.191,-0.022,0.977
8136,0.182,-0.016,0.997
8137,0.177,-0.008,1.007
8138,0.174,-0.001,1.007
8139,0.174,0.003,0.997
8140,0.177,0.002,0.979
8141,0.182,-0.003,0.96
8142,0.187,-0.013,0.943
8143,0.193,-0.024,0.933
8144,0.197,-0.036,0.932
8145,0.201,-0.043,0.941
8146,0.206,-0.044,0.957
8147,0.213,-0.038,0.978
8148,0.223,-0.027,0.999
8149,0.235,-0.014,1.015
8150,0.248,0,1.022
8151,0.259,0.013,1.019
8152,0.268,0.024,1.005
8153,0.272,0.033,0.983
8154,0.271,0.037,0.956
8155,0.264,0.037,0.929
8156,0.253,0.031,0.904
8157,0.239,0.021,0.884
8158,0.227,0.009,0.872
8159,0.219,-0.004,0.867
8160,0.214,-0.016,0.872
8161,0.213,-0.026,0.886
8162,0.214,-0.035,0.909
8163,0.216,-0.041,0.941
8164,0.22,-0.044,0.976
8165,0.226,-0.047,1.012
8166,0.234,-0.051,1.041
8167,0.244,-0.056,1.062
8168,0.253,-0.061,1.069
8169,0.259,-0.063,1.063
8170,0.261,-0.06,1.045
8171,0.258,-0.05,1.018
8172,0.251,-0.034,0.985
8173,0.24,-0.015,0.953
8174,0.227,0.002,0.925
8175,0.21,0.015,0.904
8176,0.193,0.02,0.89
8177,0.177,0.017,0.884
8178,0.165,0.007,0.887
8179,0.156,-0.005,0.896
8180,0.151,-0.016,0.909
8181,0.149,-0.022,0.926
8182,0.149,-0.023,0.942
8183,0.152,-0.02,0.954
8184,0.159,-0.014,0.961
8185,0.169,-0.006,0.961
8186,0.184,0.003,0.954
8187,0.2,0.013,0.941
8188,0.213,0.021,0.923
8189,0.222,0.027,0.903
8190,0.222,0.031,0.883
8191,0.215,0.033,0.866
8192,0.2,0.036,0.852
8193,0.181,0.041,0.845
8194,0.159,0.048,0.845
8195,0.139,0.055,0.852
8196,0.123,0.06,0.868
8197,0.114,0.061,0.889
8198,0.112,0.056,0.915
8199,0.117,0.047,0.94
8200,0.128,0.036,0.962
8201,0.143,0.028,0.977
8202,0.161,0.023,0.982
8203,0.179,0.022,0.975
8204,0.197,0.028,0.958
8205,0.211,0.038,0.931
8206,0.22,0.052,0.898
